customerID,churn_probability,tenure_risk,contract_risk,health_score,health_category,monthly_charges,annual_revenue_at_risk,recommended_action
4510-HIMLV,0.6860115754596312,0.9861111111111112,1.0,16.1,🔴 Critical,69.8,574.6,Immediate outreach — schedule call within 24 hours
9919-KNPOO,0.7394093223451236,0.7083333333333333,1.0,21.8,🔴 Critical,94.3,836.72,Immediate outreach — schedule call within 24 hours
8749-JMNKX,0.3015005895062337,0.29166666666666663,1.0,56.2,🟡 At Risk,93.8,339.37,Proactive check-in — contact within 1 week
7872-BAAZR,0.01787535400458985,0.26388888888888884,0.5,81.2,🟢 Healthy,19.55,4.19,Quarterly review — focus on expansion opportunities
9391-LMANN,0.09096097853200412,0.26388888888888884,0.5,77.5,🟢 Healthy,95.95,104.73,Quarterly review — focus on expansion opportunities
2430-USGXP,0.7157766208816486,0.6666666666666667,1.0,24.2,🔴 Critical,101.05,867.95,Immediate outreach — schedule call within 24 hours
8174-TBVCF,0.014380375821353136,0.02777777777777779,0.0,98.4,🟢 Healthy,94.8,16.36,Quarterly review — focus on expansion opportunities
1698-XFZCI,0.18336657037375997,0.1527777777777778,0.5,76.2,🟢 Healthy,107.75,237.09,Quarterly review — focus on expansion opportunities
1877-HKBQX,0.10670994887010928,0.8472222222222222,0.5,59.2,🟡 At Risk,54.6,69.92,Proactive check-in — contact within 1 week
4450-DLLMH,0.5767961622493729,0.9722222222222222,1.0,22.0,🔴 Critical,71.3,493.51,Immediate outreach — schedule call within 24 hours
0428-AXXLJ,0.06662161107656163,0.6527777777777778,0.5,67.1,🟡 At Risk,19.5,15.59,Proactive check-in — contact within 1 week
2746-DIJLO,0.08731597835918678,0.4305555555555556,0.5,72.7,🟢 Healthy,56.3,58.99,Quarterly review — focus on expansion opportunities
5955-ERIHD,0.756724901023208,0.75,1.0,19.7,🔴 Critical,94.7,859.94,Immediate outreach — schedule call within 24 hours
0917-EZOLA,0.0877599568516309,0.0,0.0,95.6,🟢 Healthy,104.15,109.68,Quarterly review — focus on expansion opportunities
3508-VLHCZ,0.01253515964737129,0.01388888888888884,0.0,99.0,🟢 Healthy,90.55,13.62,Quarterly review — focus on expansion opportunities
4086-ATNFV,0.056205989397947416,0.5277777777777778,0.5,71.4,🟢 Healthy,60.8,41.01,Quarterly review — focus on expansion opportunities
0468-YRPXN,0.4287282566152889,0.5972222222222222,1.0,40.6,🟡 At Risk,98.8,508.3,Proactive check-in — contact within 1 week
5996-NRVXR,0.12337186435921761,0.4444444444444444,0.5,70.5,🟢 Healthy,98.15,145.31,Quarterly review — focus on expansion opportunities
3739-YBWAB,0.08489456888711348,0.5,0.5,70.8,🟢 Healthy,35.35,36.01,Quarterly review — focus on expansion opportunities
7047-FWEYA,0.29412659649501316,0.36111111111111116,0.5,64.5,🟡 At Risk,103.15,364.07,Proactive check-in — contact within 1 week
2000-MPKCA,0.19851849320982284,0.19444444444444442,0.5,74.2,🟢 Healthy,107.75,256.68,Quarterly review — focus on expansion opportunities
9762-YAQAA,0.14926453305042822,0.45833333333333337,0.5,68.8,🟡 At Risk,81.4,145.8,Proactive check-in — contact within 1 week
5949-EBSQK,0.2550895238106385,0.9444444444444444,1.0,38.9,🔴 Critical,61.45,188.1,Immediate outreach — schedule call within 24 hours
5473-KHBPS,0.15389543421662946,0.2777777777777778,0.5,74.0,🟢 Healthy,95.7,176.73,Quarterly review — focus on expansion opportunities
0100-DUVFC,0.2332483438100561,0.02777777777777779,0.5,77.5,🟢 Healthy,104.8,293.33,Quarterly review — focus on expansion opportunities
5397-TUPSH,0.1097817852055073,0.09722222222222221,0.5,81.6,🟢 Healthy,70.95,93.47,Quarterly review — focus on expansion opportunities
8950-MTZNV,0.398436835003638,0.9861111111111112,1.0,30.5,🔴 Critical,44.95,214.92,Immediate outreach — schedule call within 24 hours
0326-VDYXE,0.2350474177386172,0.02777777777777779,0.5,77.4,🟢 Healthy,97.65,275.43,Quarterly review — focus on expansion opportunities
6773-LQTVT,0.28772121135447515,0.5972222222222222,1.0,47.7,🟡 At Risk,35.65,123.09,Proactive check-in — contact within 1 week
7274-RTAPZ,0.7922017666272043,0.9861111111111112,1.0,10.8,🔴 Critical,90.55,860.81,Immediate outreach — schedule call within 24 hours
0436-TWFFZ,0.020349791328488437,0.06944444444444442,0.0,96.9,🟢 Healthy,85.25,20.82,Quarterly review — focus on expansion opportunities
8566-YPRGL,0.23309472005996307,0.9861111111111112,1.0,38.8,🔴 Critical,19.5,54.54,Immediate outreach — schedule call within 24 hours
0311-UNPFF,0.5545060505837911,0.6388888888888888,1.0,33.1,🔴 Critical,88.8,590.88,Immediate outreach — schedule call within 24 hours
6609-MXJHJ,0.03226647444290244,0.5833333333333333,0.0,80.9,🟢 Healthy,25.1,9.72,Quarterly review — focus on expansion opportunities
2669-OIDSD,0.2945017340516185,0.33333333333333337,1.0,55.3,🟡 At Risk,100.05,353.58,Proactive check-in — contact within 1 week
8400-WZICQ,0.0534000003423949,0.23611111111111116,1.0,70.2,🟢 Healthy,55.7,35.69,Quarterly review — focus on expansion opportunities
3834-XUIFC,0.7078022608518599,0.9027777777777778,1.0,17.5,🔴 Critical,85.2,723.66,Immediate outreach — schedule call within 24 hours
9576-SYUHJ,0.4222858644397291,0.48611111111111116,1.0,44.3,🟡 At Risk,91.15,461.9,Proactive check-in — contact within 1 week
0410-IPFTY,0.43492991281899096,0.5694444444444444,1.0,41.2,🟡 At Risk,83.85,437.63,Proactive check-in — contact within 1 week
2831-EBWRN,0.4481951446438753,0.9444444444444444,1.0,29.3,🔴 Critical,45.9,246.87,Immediate outreach — schedule call within 24 hours
9430-NKQLY,0.0075875487292425,0.0,0.0,99.6,🟢 Healthy,25.1,2.29,Quarterly review — focus on expansion opportunities
8414-MYSHR,0.7953289968209757,0.9305555555555556,1.0,12.3,🔴 Critical,91.4,872.32,Immediate outreach — schedule call within 24 hours
0247-SLUJI,0.16192897291398808,0.9861111111111112,1.0,42.3,🟡 At Risk,19.7,38.28,Proactive check-in — contact within 1 week
9402-ORRAH,0.736667602375534,0.7916666666666666,1.0,19.4,🔴 Critical,91.5,808.86,Immediate outreach — schedule call within 24 hours
6483-OATDN,0.21558629025965176,0.8888888888888888,1.0,42.6,🟡 At Risk,51.3,132.71,Proactive check-in — contact within 1 week
1293-HHSHJ,0.03518065814651657,0.5138888888888888,0.5,72.8,🟢 Healthy,21.1,8.91,Quarterly review — focus on expansion opportunities
4840-ORQXB,0.3857009666016101,0.2222222222222222,1.0,54.0,🟡 At Risk,104.75,484.83,Proactive check-in — contact within 1 week
7599-FKVXZ,0.4200983226480533,0.41666666666666663,1.0,46.5,🟡 At Risk,106.15,535.12,Proactive check-in — contact within 1 week
3982-DQLUS,0.17526796220393823,0.09722222222222221,1.0,68.3,🟡 At Risk,85.75,180.35,Proactive check-in — contact within 1 week
8610-ZIKJJ,0.08803227962216813,0.9722222222222222,0.5,56.4,🟡 At Risk,20.3,21.44,Proactive check-in — contact within 1 week
3756-VNWDH,0.21082034200939787,0.09722222222222221,0.5,76.5,🟢 Healthy,100.75,254.88,Quarterly review — focus on expansion opportunities
7801-KICAO,0.6273087399552026,0.75,1.0,26.1,🔴 Critical,74.15,558.18,Immediate outreach — schedule call within 24 hours
7673-LPRNY,0.2693814548238735,0.6805555555555556,0.5,56.1,🟡 At Risk,78.55,253.92,Proactive check-in — contact within 1 week
8229-TNIQA,0.3738942916256214,0.9444444444444444,1.0,33.0,🔴 Critical,45.3,203.25,Immediate outreach — schedule call within 24 hours
6060-QBMGV,0.005227767783074912,0.02777777777777779,0.0,98.9,🟢 Healthy,19.85,1.25,Quarterly review — focus on expansion opportunities
7339-POGZN,0.4374674455066559,0.9444444444444444,1.0,29.8,🔴 Critical,50.7,266.16,Immediate outreach — schedule call within 24 hours
2828-SLQPF,0.26630445663283825,0.7361111111111112,1.0,44.6,🟡 At Risk,45.0,143.8,Proactive check-in — contact within 1 week
4465-VDKIQ,0.44798701715481976,0.75,1.0,35.1,🔴 Critical,77.8,418.24,Immediate outreach — schedule call within 24 hours
2921-XWDJH,0.4340941762278152,0.4722222222222222,1.0,44.1,🟡 At Risk,83.45,434.7,Proactive check-in — contact within 1 week
6221-AVQYL,0.6552328686947666,0.9722222222222222,1.0,18.1,🔴 Critical,73.25,575.95,Immediate outreach — schedule call within 24 hours
2558-BUOZZ,0.1118776068383851,0.3472222222222222,0.5,74.0,🟢 Healthy,94.8,127.27,Quarterly review — focus on expansion opportunities
9257-AZMTZ,0.008584271006637358,0.2777777777777778,0.0,91.2,🟢 Healthy,20.1,2.07,Quarterly review — focus on expansion opportunities
0003-MKNFE,0.40565158602973744,0.875,1.0,33.5,🔴 Critical,59.9,291.58,Immediate outreach — schedule call within 24 hours
0975-UYDTX,0.12475594203443065,0.6388888888888888,0.5,64.6,🟡 At Risk,90.1,134.89,Proactive check-in — contact within 1 week
7743-EXURX,0.3885654744551389,0.8888888888888888,1.0,33.9,🔴 Critical,51.05,238.04,Immediate outreach — schedule call within 24 hours
4682-BLBUC,0.08751596956218158,0.38888888888888884,0.5,74.0,🟢 Healthy,70.95,74.51,Quarterly review — focus on expansion opportunities
0975-VOOVL,0.39744202805897527,0.9583333333333334,1.0,31.4,🔴 Critical,29.2,139.26,Immediate outreach — schedule call within 24 hours
5968-VXZLG,0.3817114209963958,0.9722222222222222,1.0,31.7,🔴 Critical,46.6,213.45,Immediate outreach — schedule call within 24 hours
5569-KGJHX,0.6411086546750868,0.875,1.0,21.7,🔴 Critical,85.35,656.62,Immediate outreach — schedule call within 24 hours
4988-IQIGL,0.7722774225834057,0.9861111111111112,1.0,11.8,🔴 Critical,75.35,698.29,Immediate outreach — schedule call within 24 hours
5201-FRKKS,0.2556621399146648,0.6527777777777778,1.0,47.6,🟡 At Risk,74.3,227.95,Proactive check-in — contact within 1 week
9799-CAYJJ,0.7259256651426456,0.9722222222222222,1.0,14.5,🔴 Critical,69.3,603.68,Immediate outreach — schedule call within 24 hours
7730-IUTDZ,0.2668158282954045,0.4027777777777778,1.0,54.6,🟡 At Risk,75.2,240.77,Proactive check-in — contact within 1 week
0426-TIRNE,0.17590406169271022,0.9861111111111112,1.0,41.6,🟡 At Risk,20.9,44.12,Proactive check-in — contact within 1 week
5443-SCMKX,0.2343657561440585,0.19444444444444442,0.5,72.4,🟢 Healthy,94.3,265.21,Quarterly review — focus on expansion opportunities
8295-KMENE,0.016514737823764544,0.18055555555555558,0.0,93.8,🟢 Healthy,76.45,15.15,Quarterly review — focus on expansion opportunities
6738-ISCBM,0.18913129860408337,0.38888888888888884,0.5,68.9,🟡 At Risk,54.0,122.56,Proactive check-in — contact within 1 week
9821-BESNZ,0.16784484897584967,0.08333333333333337,0.5,79.1,🟢 Healthy,104.25,209.97,Quarterly review — focus on expansion opportunities
3678-MNGZX,0.005116292731019374,0.05555555555555558,0.0,98.1,🟢 Healthy,19.95,1.22,Quarterly review — focus on expansion opportunities
1335-NTIUC,0.5409822812246446,0.875,1.0,26.7,🔴 Critical,24.95,161.97,Immediate outreach — schedule call within 24 hours
2916-BQZLN,0.5180556642463906,0.7361111111111112,1.0,32.0,🔴 Critical,84.75,526.86,Immediate outreach — schedule call within 24 hours
4558-CGYCZ,0.164571875565321,0.9444444444444444,1.0,43.4,🟡 At Risk,19.75,39.0,Proactive check-in — contact within 1 week
2368-GAKKQ,0.03824264607738239,0.02777777777777779,0.0,97.3,🟢 Healthy,113.65,52.16,Quarterly review — focus on expansion opportunities
8710-YGLWG,0.3986231235802719,0.9861111111111112,1.0,30.5,🔴 Critical,44.9,214.78,Immediate outreach — schedule call within 24 hours
3199-XGZCY,0.6964963590238092,0.8888888888888888,1.0,18.5,🔴 Critical,75.25,628.94,Immediate outreach — schedule call within 24 hours
3785-KTYSH,0.012631414819267621,0.26388888888888884,0.0,91.5,🟢 Healthy,24.6,3.73,Quarterly review — focus on expansion opportunities
6814-ZPWFQ,0.032881865427159665,0.29166666666666663,0.5,79.6,🟢 Healthy,25.0,9.86,Quarterly review — focus on expansion opportunities
4063-EIKNQ,0.11895055367635242,0.8472222222222222,1.0,48.6,🟡 At Risk,20.95,29.9,Proactive check-in — contact within 1 week
6993-YCOBK,0.07058946221464374,0.16666666666666663,0.0,91.5,🟢 Healthy,110.6,93.69,Quarterly review — focus on expansion opportunities
5206-HPJKM,0.16867831054805837,0.7638888888888888,1.0,48.6,🟡 At Risk,55.5,112.34,Proactive check-in — contact within 1 week
7587-RZNME,0.4663396059917626,0.9583333333333334,1.0,27.9,🔴 Critical,43.3,242.31,Immediate outreach — schedule call within 24 hours
0748-RDGGM,0.06287095890363911,0.02777777777777779,0.5,86.0,🟢 Healthy,109.5,82.61,Quarterly review — focus on expansion opportunities
8393-JMVMB,0.17919506455571663,0.9861111111111112,1.0,41.5,🟡 At Risk,19.45,41.82,Proactive check-in — contact within 1 week
5019-GQVCR,0.5215218844802368,0.4027777777777778,1.0,41.8,🟡 At Risk,84.85,531.01,Proactive check-in — contact within 1 week
6036-TTFYU,0.1234173317215619,0.7777777777777778,1.0,50.5,🟡 At Risk,19.6,29.03,Proactive check-in — contact within 1 week
2550-AEVRU,0.027721568864774712,0.20833333333333337,0.5,82.4,🟢 Healthy,53.45,17.78,Quarterly review — focus on expansion opportunities
0969-RGKCU,0.02728173664768323,0.48611111111111116,0.5,74.1,🟢 Healthy,19.8,6.48,Quarterly review — focus on expansion opportunities
0378-CJKPV,0.025818033311669625,0.0,0.0,98.7,🟢 Healthy,112.1,34.73,Quarterly review — focus on expansion opportunities
4706-AXVKM,0.6951466718862417,0.8472222222222222,1.0,19.8,🔴 Critical,84.8,707.38,Immediate outreach — schedule call within 24 hours
5889-JTMUL,0.4438989436129183,0.3055555555555556,1.0,48.6,🟡 At Risk,95.05,506.31,Proactive check-in — contact within 1 week
9026-RNUJS,0.4026064368577582,0.9305555555555556,1.0,32.0,🔴 Critical,50.35,243.25,Immediate outreach — schedule call within 24 hours
3746-EUBYR,0.6889395475157407,0.9861111111111112,1.0,16.0,🔴 Critical,74.6,616.74,Immediate outreach — schedule call within 24 hours
2332-EFBJY,0.15648149123408558,0.7777777777777778,1.0,48.8,🟡 At Risk,19.7,36.99,Proactive check-in — contact within 1 week
2880-FPNAE,0.7274322258148893,0.9722222222222222,1.0,14.5,🔴 Critical,74.2,647.71,Immediate outreach — schedule call within 24 hours
1703-MGIAB,0.3262110958032292,0.7638888888888888,1.0,40.8,🟡 At Risk,69.0,270.1,Proactive check-in — contact within 1 week
4311-QTTAI,0.059425359687309574,0.7777777777777778,0.5,63.7,🟡 At Risk,19.35,13.8,Proactive check-in — contact within 1 week
9474-PHLYD,0.4497461149367516,0.7916666666666666,1.0,33.8,🔴 Critical,59.45,320.85,Immediate outreach — schedule call within 24 hours
4318-RAJVY,0.10509302664784143,0.8611111111111112,0.5,58.9,🟡 At Risk,19.8,24.97,Proactive check-in — contact within 1 week
2165-VOEGB,0.10335331873967553,0.36111111111111116,0.5,74.0,🟢 Healthy,105.2,130.47,Quarterly review — focus on expansion opportunities
3612-YUNGG,0.05572699359189409,0.11111111111111116,0.0,93.9,🟢 Healthy,109.2,73.02,Quarterly review — focus on expansion opportunities
2254-DLXRI,0.650230754052911,0.9861111111111112,1.0,17.9,🔴 Critical,79.15,617.59,Immediate outreach — schedule call within 24 hours
5062-CJJKH,0.08223698213312174,0.6527777777777778,0.5,66.3,🟡 At Risk,53.65,52.94,Proactive check-in — contact within 1 week
9028-LIHRP,0.011645570511986857,0.01388888888888884,0.0,99.0,🟢 Healthy,100.2,14.0,Quarterly review — focus on expansion opportunities
2219-MVUSO,0.34433254604660185,0.8888888888888888,1.0,36.1,🔴 Critical,45.15,186.56,Immediate outreach — schedule call within 24 hours
1053-MXTTK,0.02427923727336684,0.0,0.0,98.8,🟢 Healthy,108.65,31.66,Quarterly review — focus on expansion opportunities
1530-ZTDOZ,0.12535429142320537,0.3194444444444444,1.0,64.1,🟡 At Risk,40.65,61.15,Proactive check-in — contact within 1 week
1301-LOPVR,0.09817885000684543,0.5972222222222222,0.5,67.2,🟡 At Risk,55.35,65.21,Proactive check-in — contact within 1 week
0853-TWRVK,0.02127357058227864,0.0,0.0,98.9,🟢 Healthy,105.6,26.96,Quarterly review — focus on expansion opportunities
8914-RBTSB,0.48018749583808196,0.5694444444444444,1.0,38.9,🔴 Critical,93.8,540.5,Immediate outreach — schedule call within 24 hours
6212-ATMLK,0.5045784526462358,0.3055555555555556,1.0,45.6,🟡 At Risk,95.7,579.46,Proactive check-in — contact within 1 week
8200-LGKSR,0.019198162188532257,0.01388888888888884,0.0,98.6,🟢 Healthy,83.2,19.17,Quarterly review — focus on expansion opportunities
1568-BEKZM,0.013098164017218703,0.02777777777777779,0.0,98.5,🟢 Healthy,90.05,14.15,Quarterly review — focus on expansion opportunities
0670-ANMUU,0.044426881922701875,0.01388888888888884,0.5,87.4,🟢 Healthy,97.65,52.06,Quarterly review — focus on expansion opportunities
6897-RWMUB,0.0078076731141068995,0.1527777777777778,0.0,95.0,🟢 Healthy,68.05,6.38,Quarterly review — focus on expansion opportunities
0963-ZBDRN,0.49684526885406577,0.5555555555555556,1.0,38.5,🔴 Critical,96.2,573.56,Immediate outreach — schedule call within 24 hours
7594-RQHXR,0.7210317278976188,0.9861111111111112,1.0,14.4,🔴 Critical,79.6,688.73,Immediate outreach — schedule call within 24 hours
6999-CHVCF,0.04240827441357193,0.05555555555555558,0.0,96.2,🟢 Healthy,102.1,51.96,Quarterly review — focus on expansion opportunities
6134-KWTBV,0.009503665982646178,0.13888888888888884,0.0,95.4,🟢 Healthy,23.4,2.67,Quarterly review — focus on expansion opportunities
1077-HUUJM,0.5970802690235457,0.9027777777777778,1.0,23.1,🔴 Critical,71.05,509.07,Immediate outreach — schedule call within 24 hours
6331-EWIEB,0.6612918627220673,0.7222222222222222,1.0,25.3,🔴 Critical,85.25,676.5,Immediate outreach — schedule call within 24 hours
0895-LNKRC,0.07903578147255738,0.9166666666666666,0.5,58.5,🟡 At Risk,19.45,18.45,Proactive check-in — contact within 1 week
2045-BMBTJ,0.3194227695655726,0.5416666666666667,1.0,47.8,🟡 At Risk,59.45,227.88,Proactive check-in — contact within 1 week
